key,source_file,line_number,byte_offset,source_text,translation_zh,notes
Research_Desk_1,Tiny Rogues_Data\resources.assets,120,0xA30C14,It seems a weird item is\nplaced between the pages and used\nas a sort of bookmark.\nTake the item?,似乎有一个奇怪的物品\n放置在页面之间并使用\n作为一种书签。\n拿走该物品？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Research_Desk_2,Tiny Rogues_Data\resources.assets,121,0xA30C91,*You feel watched.*,*你感觉被监视。*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Excalibur_1,Tiny Rogues_Data\resources.assets,122,0xA30CBE,Only a pure soul may\nwield the might of Excalibur.,只有纯洁的灵魂才能\n运用王者之剑的力量。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Excalibur_2,Tiny Rogues_Data\resources.assets,123,0xA30D07,Attempt do pull out the sword?,尝试拔剑？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Excalibur_Fail,Tiny Rogues_Data\resources.assets,124,0xA30D3B,"*It won't budge.\nSeems like you are not worthy!\nBut if you want, you can try again!*",*它不会让步。\n看来你不配！\n但如果你愿意，你可以再试一次！*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Shrine,Tiny Rogues_Data\resources.assets,125,0xA30DAA,*A statue of a mighty dwarven blacksmith!\nOr is it a duergar?*,*一个强大的矮人铁匠的雕像！\n还是灰矮人？*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Crystal_Tree,Tiny Rogues_Data\resources.assets,126,0xA30E00,Examine the crystal pine?,检查晶松？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Beacon_1,Tiny Rogues_Data\resources.assets,127,0xA30E30,Examine the strange beacon?,检查奇怪的信标？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Beacon_2,Tiny Rogues_Data\resources.assets,128,0xA30E5E,"*You focus.\nThe shimmer of the beacon,\ndraws you in.\nYou see a faint light in the distance.*",*你集中注意力.\n信标的微光\n吸引你。\n你看到远处有微弱的光。*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Beacon_3,Tiny Rogues_Data\resources.assets,129,0xA30ED0,Grab the light?,抓住光了吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Beacon_4,Tiny Rogues_Data\resources.assets,130,0xA30EF2,*You awake from\nthe hypnosis of\nthe beacon...*,*你从\n\n信标的催眠中醒来......*,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Rat_Merchant_1,Tiny Rogues_Data\resources.assets,131,0xA30F35,I trade for gold.\nEverything's for sale!,我交易黄金.\n一切都可以出售！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Rat_Merchant_2,Tiny Rogues_Data\resources.assets,132,0xA30F77,I hope you brought\nplenty of gold?,我希望你带来了\n足够的金币？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Rat_Merchant_3,Tiny Rogues_Data\resources.assets,133,0xA30FB3,Eh? My wares?\nOf course they're stolen.\nWhat did you think?,呃？我的东西？\n当然是被偷了。\n你觉得怎么样？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Rat_Merchant_Thanks_1,Tiny Rogues_Data\resources.assets,134,0xA31009,Thank you kindly!\nNee hee hee hee hee!,谢谢您！\n嘿嘿嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Rat_Merchant_Thanks_2,Tiny Rogues_Data\resources.assets,135,0xA31050,"Ah, thank you,\nvery much.\nNee hee hee!",啊，谢谢你，\n非常.\n嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Heaven_Rat_Merchant_1,Tiny Rogues_Data\resources.assets,136,0xA31098,I collect souls for the high heavens!\nEverything's for sale!,我为高天收集灵魂！\n一切都在出售！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Heaven_Rat_Merchant_2,Tiny Rogues_Data\resources.assets,137,0xA310F5,I hope you brought\nplenty of souls!,希望你带来\n充足的灵魂！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Heaven_Rat_Merchant_3,Tiny Rogues_Data\resources.assets,138,0xA31139,What do you think about\nour heavenly wares?,你觉得\n我们的天器怎么样？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Hell_Rat_Merchant_1,Tiny Rogues_Data\resources.assets,139,0xA31185,I collect souls for\nthe master.\nNeed anything?,我为\n主人收集灵魂.\n需要什么吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Hell_Rat_Merchant_2,Tiny Rogues_Data\resources.assets,140,0xA311D3,I hope you brought\na bunch of souls!\nNee hee hee hee!,希望你带来了\n一群灵魂！\n嘿嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Hell_Rat_Merchant_3,Tiny Rogues_Data\resources.assets,141,0xA31228,"Quite hot down here, huh?\nNee hee hee hee!",这里很热吧？\n嘿嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Shadow_Rat_Merchant_1,Tiny Rogues_Data\resources.assets,142,0xA31271,I trade for souls.\nIt's my duty.,我用灵魂进行交易。\n这是我的职责。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Shadow_Rat_Merchant_2,Tiny Rogues_Data\resources.assets,143,0xA312B2,Not every soul finds its\nway naturally.\nIt's our job to help.,并非每个灵魂都能自然地找到自己的\n方式。\n我们的工作就是提供帮助。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Shadow_Rat_Merchant_3,Tiny Rogues_Data\resources.assets,144,0xA31311,The shadows whisper...\nLeading souls...,阴影低语...\n领导灵魂...,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Merchant_1,Tiny Rogues_Data\resources.assets,145,0xA31359,Good day!\nNeed some equipment?,美好的一天！\n需要一些设备吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Merchant_2,Tiny Rogues_Data\resources.assets,146,0xA31393,Come and take\na closer look!,快来\n仔细看看吧！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Merchant_3,Tiny Rogues_Data\resources.assets,147,0xA313CB,I sell the best\narmor and weapons!,我卖最好的\n盔甲和武器！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Merchant_Thanks_1,Tiny Rogues_Data\resources.assets,148,0xA31409,Thank you!,谢谢！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Dwarf_Merchant_Thanks_2,Tiny Rogues_Data\resources.assets,149,0xA31435,Good choice!,不错的选择！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Undead_Merchant_1,Tiny Rogues_Data\resources.assets,150,0xA31463,Do not be afraid.\nI am friendly!\nNye-he-he-he!,别害怕.\n我很友好！\n奈嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Undead_Merchant_2,Tiny Rogues_Data\resources.assets,151,0xA314AF,"Have you seen my dear julia?\nOh, I miss her so much...",你看到我亲爱的朱莉娅了吗？\n哦，我非常想念她......,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Undead_Merchant_3,Tiny Rogues_Data\resources.assets,152,0xA31502,Got any spare bones for sale?\nNye-he-he-he!,有备用骨头出售吗？\n奈嘿嘿嘿！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Undead_Merchant_Thanks_1,Tiny Rogues_Data\resources.assets,153,0xA3154A,Thank you.\nCome back soon.,谢谢你.\n请尽快回来。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Undead_Merchant_Thanks_2,Tiny Rogues_Data\resources.assets,154,0xA31588,Excellent!\nCome again!,太棒了！\n再来一次！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Witch_Doctor_Merchant_1,Tiny Rogues_Data\resources.assets,155,0xA315C2,Which doctor am I?\nThe Witch Doctor am I.,我是哪位医生？\n我是巫医。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Witch_Doctor_Merchant_2,Tiny Rogues_Data\resources.assets,156,0xA3160E,The heart of magic is nature.\nThe nature of hearts is magic.,魔法的核心是自然。\n心灵的本质是魔法。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Witch_Doctor_Merchant_3,Tiny Rogues_Data\resources.assets,157,0xA3166D,The jungle provides materials!\nPerfect for making potions and magic!,丛林提供材料！\n非常适合制作药水和魔法！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Witch_Doctor_Merchant_Thanks_1,Tiny Rogues_Data\resources.assets,158,0xA316D4,"Stay safe,\nthis is a dangerous place.",注意安全，\n这是一个危险的地方。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Witch_Doctor_Merchant_Thanks_2,Tiny Rogues_Data\resources.assets,159,0xA31723,Thank you\nand come again.,谢谢\n，下次再来。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Red_1,Tiny Rogues_Data\resources.assets,160,0xA31766,We craft and sell.,我们制作并销售。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Red_2,Tiny Rogues_Data\resources.assets,161,0xA3178F,Ok...\nI craft and other kobold sell.,好的...\n我的工艺品和其他狗头人出售。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Blue_1,Tiny Rogues_Data\resources.assets,162,0xA317CB,I fish for food!,我钓鱼是为了食物！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Blue_2,Tiny Rogues_Data\resources.assets,163,0xA317F3,Do you fish too?\nNeed any tips?,你也钓鱼吗？\n需要任何提示吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Green_1,Tiny Rogues_Data\resources.assets,164,0xA3182B,We love gold.\nGold so shiny!\nYou know!?,我们爱金子.\n金子如此闪亮！\n你知道吗！？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Green_2,Tiny Rogues_Data\resources.assets,165,0xA3186D,"We love food.\nGold is nice,\nbut cannot fill belly!\nYou know?!",我们喜欢食物。\n金子很好，\n但是填不饱肚子！\n你知道吗？！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Green_3,Tiny Rogues_Data\resources.assets,166,0xA318C6,We love community.\nMakes little folk strong!\nYou know?!,我们热爱社区。\n让小人物变得坚强！\n你知道吗？！,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Green_Thanks_1,Tiny Rogues_Data\resources.assets,167,0xA31918,Need more?\nI have more.,需要更多吗？\n我还有更多。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Kobold_Green_Thanks_2,Tiny Rogues_Data\resources.assets,168,0xA31950,"Hmm, I make this again,\nstrangers love this.",嗯，我又做了一次，\n陌生人喜欢这个。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Patches_Merchant_1,Tiny Rogues_Data\resources.assets,169,0xA3199D,"Hmm, are you a cleric?",嗯，你是牧师吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Patches_Merchant_Reaction_1,Tiny Rogues_Data\resources.assets,170,0xA319D0,You are not a cleric.\nI can smell that a mile away.,你不是牧师.\n我在一英里外就能闻到。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Patches_Merchant_Reaction_2,Tiny Rogues_Data\resources.assets,171,0xA31A2A,Good for you...\nI don't like their kind.,对你有好处...\n我不喜欢他们的类型。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Patches_Merchant_2,Tiny Rogues_Data\resources.assets,172,0xA31A79,Good day.\nYou look reasonably sane!\nNeed something?,美好的一天.\n你看起来相当理智！\n需要什么东西吗？,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
Patches_Merchant_3,Tiny Rogues_Data\resources.assets,173,0xA31ACB,I sell trinkets.\nYou might not be able to\nafford them though.,我卖小饰品。\n不过你可能买不起\n。,"Explicit source key; preserve tags, placeholders, and newline escapes; machine translated, controls validated"
